,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci
1731,10892,2018_DoWR_8780_1,HAILAKANDI/SDRF/2017-18/II/4,IM at at Chotojalenga,"IM for restoration of damages occurred at Chotojalenga, Rosekandi and adjoining Areas on both bank of Sonacherra and Balicherra for the year 2017-18 Under SDRF",Works,Open Tender,Works,Civil Works,2018-2019,No,No,,29-09-2018 18:30,,180,No,No,Offline,10-10-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788155,3.0,,,,11456590,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 2}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
1791,11538,2018_DoWR_6310_2,HAILAKANDI/RIDF-XXIII/1,A E Measures to Protect Sahabad-Rongpur area,Anti Erosion Measures to Protect Sahabad-Rongpur area including NH-154 from the erosion of R/Katakhal on its L/B (Length-145m) under RIDF,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,30-10-2018 18:00,,180,No,No,Offline,21-11-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,3.0,20-09-2019 00:00,34225321.17,KOLIM HUSSAIN LASKAR,34225321,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 2, 'a e': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,"'SAHABAD', 'RONGPUR', 'Rongpur'",HAILAKANDI,Hailakandi,Hailakandi
1837,13797,2018_PWD_10191_1,CE/STBR/SP/TEN/56/2018-19/39,Algapur/SIG/18,"Algapur/SIG/18 Construction of RCC Bridge at Ch-4700.00 m over river Dhaleswari on the Road starting from Sluice Gate on NH-154 at Dholeswari on FAPNA Road at Janaki Bazar via Mirakul Mokam, Saiza Mokam under Signature Project.",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,03-12-2018 17:00,,180,No,No,Offline,18-12-2018 11:00,Public Works Roads Department,Public Works Roads Department,Algapur,788150,1.0,,,,100000000,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 1, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'rcc': 1, 'sluice': 1, 'road': 2, 'bridge': 1}",,HAILAKANDI,HAILAKANDI,False,HAILAKANDI,'ALGAPUR',ALGAPUR,Algapur,Algapur
1853,14456,2018_PWD_10562_1,CE/STBR/SP/TEN/56/2018-19/46,Algapur/SIG/18,"Algapur/SIG/18 Construction of RCC Bridge at Ch-4700.00 m over river Dhaleswari on the Road starting from Sluice Gate on NH-154 at Dholeswari on FAPNA Road at Janaki Bazar via Mirakul Mokam, Saiza Mokam under Signature Project.",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,22-12-2018 10:30,,180,No,No,Offline,02-01-2019 11:00,Public Works Roads Department,Public Works Roads Department,Algapur,781003,1.0,,,,100000000,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 1, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'rcc': 1, 'sluice': 1, 'road': 2, 'bridge': 1}",,HAILAKANDI,HAILAKANDI,False,HAILAKANDI,'ALGAPUR',ALGAPUR,Algapur,Algapur
2055,15711,2019_DoWR_11493_1,HAILAKANDI/2018-19/SDRF/I,IM TO PROTECTION AND DRAINAGE OF BORKIHOOR,IMMEDIATE MEASURES TO PROTECTION AND DRAINAGE OF BORKIHOOR AREA UNDER HAILAKANDI CIVIL SUB-DIVISION FOR 2018-19(BREACH CLOSING WORK NEAR HATIA SLUICE) UNDER SDRF.,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,28-01-2019 18:00,,180,No,No,Offline,08-02-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,2.0,,,,6998902,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 0, 'Sluice': 1, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,HAILAKANDI,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
2060,15718,2019_DoWR_11496_1,HAILAKANDI/2018-19/SDRF/II,IM at Matijuri,Immediate measures to Restoration for damages occured at Matijuri (Roy Parra) area from the erosion of river Katakhal on its left bank for 2018-19 (under SDRF).,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,28-01-2019 18:00,,180,No,No,Offline,08-02-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,1.0,16-09-2019 00:00,17998935.42,AMZAD HUSSAIN LASKAR,17998935,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,"'MATIJURI', 'Matijuri'",HAILAKANDI,Hailakandi,Hailakandi
2062,15721,2019_DoWR_11502_1,HAILAKANDI/2018-19/SDRF/VII,IM at Rupacherra Ghat,Immediate measures to dyke along L/B of river Katakhal from Sahabad to Mohammedplur for restoration of damages at Rupacherra Ghat for 2018-19 under SDRF,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,28-01-2019 18:00,,180,No,No,Offline,08-02-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,1.0,17-09-2019 00:00,10999996.91,farooq ahmed barbhuiya,10999996,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,'SAHABAD',HAILAKANDI,Hailakandi,Hailakandi
2090,15934,2019_DoWR_11501_1,HAILAKANDI/2018-19/SDRF/III,IM AT L/B OF RIVER KATAKHAL,IMMEDIATE MEASURES TO DYKE ALONG L/B OF RIVER KATAKHAL FROM MOHANPUR TO CONFLUENCE FOR 2018-19 UNDER SDRF (BRACH CLOSING WORK) (CH. 5495M 5556M),Works,Open Tender,Works,Civil Works,2018-2019,No,No,,04-02-2019 18:00,,180,No,No,Offline,15-02-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,0.0,,,,13499565,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,'MOHANPUR',HAILAKANDI,Hailakandi,Hailakandi
2091,15935,2019_DoWR_11622_1,HAILAKANDI/2018-19/SDRF/V,IM to protect Nandigram Area,Immediate measures to protect Nandigram area from the erosion of river Katakhal on its right bank for 2018-19 under SDRF,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,04-02-2019 18:00,,180,No,No,Offline,15-02-2019 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,1.0,13-09-2019 00:00,19999960.07,SRI KISHORE CHAKRABORTY,19999960,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
2092,15936,2019_DoWR_11623_1,HAILAKANDI/2018-19/SDRF/VI,IM from Mahadev Tilla to Rupacherra Bunglow Tilla,Immediate measures to dyke along R/b of river Katakhal from Mahadev Tilla to Rupacherra Bunglow Tilla (Breach Closing Work) along with construction of 1.20x1.20M Box type sluice culvert for 2018-19 (Under SDRF),Works,Open Tender,Works,Civil Works,2018-2019,No,No,,04-02-2019 18:00,,180,No,No,Offline,15-02-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,1.0,16-09-2019 00:00,8284893.21,DILNUR SATHI,8284893,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 1, 'Sluice': 1, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
2093,15937,2019_DoWR_11627_1,HAILAKANDI/2018-19/SDRF/IV,IM FROM  MOHANPUR TO CONFLUENCE,IMMEDIATE MEASURES TO DYKE ALONG L/B OF RIVER KATAKHAL FROM MOHANPUR TO CONFLUENCE FOR 2018-19 (BREACH CLOSING WORK).,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,04-02-2019 18:00,,180,No,No,Offline,15-02-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,1.0,17-09-2019 00:00,8999804.67,farooq ahmed barbhuiya,8999804,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,'MOHANPUR',HAILAKANDI,Hailakandi,Hailakandi
2237,17529,2019_DoWR_11501_2,HAILAKANDI/2018-19/SDRF/III,IM OF RIVER KATAKHAL FROM MOHANPUR TO CONFLUENCE RETENDER,IMMEDIATE MEASURES TO DYKE ALONG L/B OF RIVER KATAKHAL FROM MOHANPUR TO CONFLUENCE FOR 2018-19 UNDER SDRF (BRACH CLOSING WORK) (CH. 5495M 5556M),Works,Open Tender,Works,Civil Works,2019-2020,No,No,,17-05-2019 18:00,,180,No,No,Offline,28-05-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,0.0,,,,13499565,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,'MOHANPUR',HAILAKANDI,Hailakandi,Hailakandi
2240,17536,2019_DoWR_11501_3,HAILAKANDI/2018-19/SDRF/III,IM FROM MOHANPUR TO CONFLUENCE,IMMEDIATE MEASURES TO DYKE ALONG L/B OF RIVER KATAKHAL FROM MOHANPUR TO CONFLUENCE FOR 2018-19 UNDER SDRF (BRACH CLOSING WORK) (CH. 5495M 5556M),Works,Open Tender,Works,Civil Works,2019-2020,No,No,,22-05-2019 18:00,,180,No,No,Offline,03-06-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,0.0,,,,13488636,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,'MOHANPUR',HAILAKANDI,Hailakandi,Hailakandi
2245,17612,2019_DoWR_12885_1,HAILAKANDI/2018-19/SDRF/III,IM FROM MOHANPUR TO CONFLUENCE,IMMEDIATE MEASURES TO DYKE ALONG L/B OF RIVER KATAKHAL FROM MOHANPUR TO CONFLUENCE FOR 2018-19 (BRACH CLOSING WORK) (CH. 5495M 5556M),Works,Open Tender,Works,Civil Works,2019-2020,No,No,,30-05-2019 18:00,,180,No,No,Offline,10-06-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,3.0,,,,13488631,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,'MOHANPUR',HAILAKANDI,Hailakandi,Hailakandi
2271,17798,2019_PWD_13078_1,EE/KSRD/05/SDRF/HKD/2018-19,KSRD/TB/SDRF/HKD/2018-19/16,Temporary Restoration of Silchar Hailakandi Road under SDRF for 2018-19 (30th to 45th Km),Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,14-06-2019 11:00,,90,No,No,Offline,19-06-2019 17:00,Public Works Roads Department,Public Works Roads Department,Silchar Hailakandi Roas,788151,3.0,,,,3200000,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,{'sdrf': 3},,HAILAKANDI,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
2272,17799,2019_PWD_13079_1,EE/KSRD/04/SDRF/HKD/2018-19,KSRD/TB/SDRF/HKD/2018-19/16,Remporary Restoration of Samarikona - Gaglacherra - Phaisen Road under SDRF for the year 2018-19 (35th to 72nd Km),Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,14-06-2019 11:00,,90,No,No,Offline,19-06-2019 16:00,Public Works Roads Department,Public Works Roads Department,Katlichara,788155,4.0,,,,5400000,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,{'sdrf': 3},,,HAILAKANDI,False,HAILAKANDI,,,,
2282,17997,2019_DoWR_13272_1,HAILAKANDI/2018-19/RIDF/I,ANTI EROSION MEASURES TO PROTECT LALAMUKH,ANTI EROSION MEASURES TO PROTECT LALAMUKH T.E. AREA FROM THE EROSION OF RIVER KHATAKHAL ON ITS RIGHT BANK AT KUMKUM BASTI.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,21-06-2019 18:00,,180,No,No,Offline,12-07-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,3.0,,,,19732604,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 3, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 2, 'erosion': 3}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,'LALAMUKH',HAILAKANDI,Hailakandi,Hailakandi
2283,17998,2019_DoWR_13274_1,HAILAKANDI/2018-19/RIDF/II,R/S AND A/E MEASURES OF RINGBUND ALONG R/B OF DHALESWARI,R/S AND A/E MEASURES OF RINGBUND ALONG R/B OF DHALESWARI BUTTING THE EXISTING DYKE AT CH. 6053M (PH-I),Works,Open Tender,Works,Civil Works,2019-2020,No,No,,21-06-2019 18:00,,180,No,No,Offline,12-07-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,5.0,,,,19999979,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 2, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,RIDF,Preparedness Measures,"{'dyke': 1, 'a e': 2}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
2683,21576,2020_PWD_16002_162,CE/Maint/A.D./404/2019/2,"Hai/AD19-20/01 Infrastructure upgradation grant to Tourist/ Historical places at Badsha Bari, Katlicherra, Hailakandi under Asom Darshan for 2019-20. (ICBP from Ch 1000.00m to Ch2370.00m including one 6.00m Span Slab Culvert atCh 8.00m and Routine","Hai/AD19-20/01 Infrastructure upgradation grant to Tourist/ Historical places at Badsha Bari, Katlicherra, Hailakandi under Asom Darshan for 2019-20. (ICBP from Ch 1000.00m to Ch2370.00m including one 6.00m Span Slab Culvert atCh 8.00m and Routine",Works,Open Tender,Item Rate,Civil Works,2019-2020,No,No,,25-01-2020 18:00,28-01-2020 12:00,180,No,No,Offline,06-02-2020 14:00,Public Works Roads Department,Public Works Roads Department,Hailakandi,781003,5.0,,,,17785000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,{'culvert': 2},,HAILAKANDI,HAILAKANDI,False,HAILAKANDI,'KATLICHERRA',KATLICHERRA,Hailakandi,Hailakandi
2711,21739,2020_DoWR_16159_1,HAILAKANDI/2019-20/SOPD-FDR/I,Restoration of Nandigram area from flood damages of river Katakhal on its Right Bank.,Restoration of Nandigram area from flood damages of river Katakhal on its Right Bank.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,29-01-2020 18:30,,180,No,No,Online,20-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,3.0,,,,75322151,AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,{'restoration': 2},HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
